Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09848486632108688,0.09891303762908514,0.09848486632108688,0.09848486632108688,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09377501289998567,0.09377501289998567,0.09334684163331985,0.09334684163331985,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08692355014116032,0.08692355014116032,0.08649538457393646,0.08649538457393646,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08863619714975357,0.08906436830505662,0.08863619714975357,0.08863619714975357,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09120601415634155,0.09163417976092729,0.09120601415634155,0.09120601415634155,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09677217155694962,0.09720034277218231,0.09677217155694962,0.09677217155694962,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10148203372955322,0.10191097103382499,0.10148203372955322,0.10148203372955322,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.1057644635438919,0.10619263470874449,0.1057644635438919,0.1057644635438919,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11133069545030594,0.11175886677309403,0.11133069545030594,0.11133069545030594,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12160744518041612,0.12203561629372801,0.12160744518041612,0.12160744518041611,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12332013249397278,0.12374830365691514,0.12332013249397278,0.12332013249397278,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12075112484237446,0.12075112484237446,0.12032296508550644,0.12032296508550644,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11732591110428937,0.11732591110428937,0.11689773947000504,0.11689773947000504,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11818217486143112,0.1190385176367143,0.11818217486143112,0.11818217486143112,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11604132244562328,0.11604132244562328,0.11561316251754761,0.11561316251754761,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11090251189321071,0.11090251189321071,0.11047434061765671,0.11047434061765671,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10619263470874449,0.10619263470874449,0.1057644635438919,0.1057644635438919,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.104051803301713,0.104051803301713,0.1036236435174942,0.1036236435174942,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10918982326984406,0.10961799448675348,0.10918982326984406,0.10918982326984406,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10918983679593701,0.10918983679593701,0.1083335056900978,0.10833350569009781,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.1049081547038524,0.1049081547038524,0.10447998344898224,0.10447998344898224,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10490818321704865,0.10533635458829231,0.10490818321704865,0.10490818321704865,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10704898834228516,0.1079053193283567,0.10704898834228516,0.10704898834228516,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10662084207276122,0.10662084207276122,0.10619267076253891,0.10619267076253891,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11261514574289322,0.11304331686705445,0.11261514574289322,0.11261514574289322,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.10961799448675348,0.10961799448675348,0.10918982326984406,0.10918982326984406,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11133069545030594,0.11218702666182005,0.11133069545030594,0.11133069545030594,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11261514574289322,0.11347148799121567,0.11261514574289322,0.11261514574289322,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11261521421687896,0.11304338560138336,0.11218704283237457,0.11218704283237457,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11090251189321071,0.11090251189321071,0.11047434061765671,0.11047434061765671,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11047430920800522,0.11047430920800522,0.10961797833442688,0.10961797833442688,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10662084207276122,0.10662084207276122,0.10619267076253891,0.10619267076253891,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10276731233601416,0.10276731233601416,0.10233914107084274,0.10233914107084274,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.097628513987415,0.097628513987415,0.09677217155694962,0.09677217155694962,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09163417976092729,0.09163417976092729,0.09120601415634155,0.09120601415634155,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09463135898113251,0.09505952457268742,0.09463135898113251,0.09463135898113251,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09805671125650406,0.09848487115144045,0.09805671125650406,0.09805671125650406,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09805671125650406,0.09891304248043907,0.09805671125650406,0.09805671125650406,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09848486632108688,0.09891303762908514,0.09848486632108688,0.09848486632108688,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.0942031784496212,0.0942031784496212,0.09334684163331985,0.09334684163331985,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09334684163331985,0.09377501289998567,0.09334684163331985,0.09334684163331985,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09077783232930849,0.09077783232930849,0.09034966677427292,0.09034966677427292,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.08992150427956784,0.08992150427956784,0.089492566883564,0.089492566883564,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08820806891071808,0.08820806891071808,0.0873517319560051,0.0873517319560051,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.089492566883564,0.08992150427956784,0.089492566883564,0.089492566883564,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09334684163331985,0.0942031784496212,0.09334684163331985,0.09334684163331985,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.08820803584420989,0.08820803584420989,0.08777986466884613,0.08777986466884613,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.08349824100263759,0.08349824100263759,0.0830700695514679,0.0830700695514679,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.08435454964637756,0.08478272098169326,0.08435454964637756,0.08435454964637756,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.08221371928698533,0.08221371928698533,0.08135738223791122,0.08135738223791122,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08649538457393646,0.08692355014116032,0.08649538457393646,0.08649538457393646,19488000,0.0,0.0
1981-02-26 00:00:00-05:00,0.08777986466884613,0.08820803584420989,0.08777986466884613,0.08777986466884613,10841600,0.0,0.0
1981-02-27 00:00:00-05:00,0.09077782183885574,0.09163415856699739,0.09077782183885574,0.09077782183885574,14761600,0.0,0.0
1981-03-02 00:00:00-05:00,0.09120601415634155,0.09163417976092729,0.09120601415634155,0.09120601415634155,11760000,0.0,0.0
1981-03-03 00:00:00-05:00,0.09034965311470029,0.09034965311470029,0.0899214819073677,0.0899214819073677,16172800,0.0,0.0
1981-03-04 00:00:00-05:00,0.08949256998004468,0.08949256998004468,0.08906440436840057,0.08906440436840057,13708800,0.0,0.0
1981-03-05 00:00:00-05:00,0.08906436830505662,0.08906436830505662,0.08863619714975357,0.08863619714975357,5376000,0.0,0.0
1981-03-06 00:00:00-05:00,0.08863620130254457,0.08863620130254457,0.08777986466884613,0.08777986466884613,11603200,0.0,0.0
1981-03-09 00:00:00-05:00,0.08135734795544501,0.08135734795544501,0.08092918246984482,0.08092918246984482,15321600,0.0,0.0
1981-03-10 00:00:00-05:00,0.07750307325728427,0.07750307325728427,0.07707490772008896,0.07707490772008896,28380800,0.0,0.0
1981-03-11 00:00:00-05:00,0.0749340772674265,0.0749340772674265,0.07407774031162262,0.07407774031162262,29859200,0.0,0.0
1981-03-12 00:00:00-05:00,0.07707490772008896,0.07750307325728427,0.07707490772008896,0.07707490772008896,59248000,0.0,0.0
1981-03-13 00:00:00-05:00,0.07664671832328662,0.07664671832328662,0.07621855288743973,0.07621855288743973,231302400,0.0,0.0
1981-03-16 00:00:00-05:00,0.07921648770570755,0.08007282416273491,0.07921648770570755,0.07921648770570755,37228800,0.0,0.0
1981-03-17 00:00:00-05:00,0.0830700695514679,0.08392640673677453,0.0830700695514679,0.0830700695514679,43747200,0.0,0.0
1981-03-18 00:00:00-05:00,0.08820804953575134,0.08906438630236929,0.08820804953575134,0.08820804953575134,36937600,0.0,0.0
1981-03-19 00:00:00-05:00,0.08777989757484599,0.08777989757484599,0.0873517319560051,0.0873517319560051,37811200,0.0,0.0
1981-03-20 00:00:00-05:00,0.08820804953575134,0.08906438630236929,0.08820804953575134,0.08820804953575134,14604800,0.0,0.0
1981-03-23 00:00:00-05:00,0.09163419157266617,0.09249052860925137,0.09163419157266617,0.09163419157266617,22019200,0.0,0.0
1981-03-24 00:00:00-05:00,0.09163417976092729,0.09163417976092729,0.09120601415634155,0.09120601415634155,28156800,0.0,0.0
1981-03-25 00:00:00-05:00,0.09034967559342816,0.09034967559342816,0.089492566883564,0.089492566883564,7056000,0.0,0.0
1981-03-26 00:00:00-05:00,0.08820803584420989,0.08820803584420989,0.08777986466884613,0.08777986466884613,12275200,0.0,0.0
1981-03-27 00:00:00-05:00,0.08521084029424657,0.08521084029424657,0.084782674908638,0.084782674908638,12252800,0.0,0.0
1981-03-30 00:00:00-05:00,0.084782674908638,0.08563901139688324,0.084782674908638,0.084782674908638,9900800,0.0,0.0
1981-03-31 00:00:00-05:00,0.08478268648346646,0.08478268648346646,0.08392634987831116,0.08392634987831116,15993600,0.0,0.0
