Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-04-22 00:00:00-04:00,24.704656413744388,24.91372261752784,24.495590209960938,24.495590209960938,97700,0.0,0.0,0.0
1993-04-23 00:00:00-04:00,24.44332452092852,24.513013257980347,24.356213599613735,24.39105796813965,106000,0.0,0.0,0.0
1993-04-26 00:00:00-04:00,24.408479505172302,24.4955904241772,24.12972456435663,24.199413299560547,62600,0.0,0.0,0.0
1993-04-27 00:00:00-04:00,24.164565863432706,24.460742950439453,24.164565863432706,24.460742950439453,156800,0.0,0.0,0.0
1993-04-28 00:00:00-04:00,24.425898057064952,24.47816460069633,24.373631513433573,24.408475875854492,85900,0.0,0.0,0.0
1993-04-29 00:00:00-04:00,24.460735866001674,24.513002395629883,24.321358453659784,24.513002395629883,85000,0.0,0.0,0.0
1993-04-30 00:00:00-04:00,24.600116190967874,24.687227083995378,24.547849655151367,24.547849655151367,88500,0.0,0.0,0.0
1993-05-03 00:00:00-04:00,24.582703212420597,24.704658508300785,24.47817010166615,24.70465850830078,80500,0.0,0.0,0.0
1993-05-04 00:00:00-04:00,24.75692846736519,24.87888378001231,24.722084092323158,24.791772842407227,149100,0.0,0.0,0.0
1993-05-05 00:00:00-04:00,24.791751967164796,24.94855152282501,24.791751967164796,24.861440658569336,109000,0.0,0.0,0.0
1993-05-06 00:00:00-04:00,24.826615772166832,24.844037958673617,24.7569270261397,24.774349212646484,54700,0.0,0.0,0.0
1993-05-07 00:00:00-04:00,24.791768969911516,24.791768969911516,24.687235861113578,24.72208023071289,68000,0.0,0.0,0.0
1993-05-10 00:00:00-04:00,24.7569270261397,24.913726704700753,24.7569270261397,24.774349212646484,113900,0.0,0.0,0.0
1993-05-11 00:00:00-04:00,24.774346439778306,24.878879547119144,24.70465770155108,24.87887954711914,42600,0.0,0.0,0.0
1993-05-12 00:00:00-04:00,24.77434355747817,24.86145447012753,24.77434355747817,24.844032287597656,31000,0.0,0.0,0.0
1993-05-13 00:00:00-04:00,24.73949361981188,24.73949361981188,24.530427476545867,24.547849655151367,129100,0.0,0.0,0.0
1993-05-14 00:00:00-04:00,24.547855837778613,24.617544569752436,24.513011471791703,24.530433654785156,63500,0.0,0.0,0.0
1993-05-17 00:00:00-04:00,24.60012961547592,24.617551803588867,24.495596486798263,24.617551803588867,34000,0.0,0.0,0.0
1993-05-18 00:00:00-04:00,24.634984008313577,24.652406203510402,24.513028641935787,24.600139617919922,105200,0.0,0.0,0.0
1993-05-19 00:00:00-04:00,24.600128052054306,25.105371475219727,24.443328369002966,25.105371475219727,50200,0.0,0.0,0.0
1993-05-20 00:00:00-04:00,25.105369621989638,25.175058364868164,25.05310306483074,25.175058364868164,98200,0.0,0.0,0.0
1993-05-21 00:00:00-04:00,25.192469298506584,25.2273136543828,24.93113662943494,24.948558807373047,221400,0.0,0.0,0.0
1993-05-24 00:00:00-04:00,25.00082832384176,25.140205763974674,25.00082832384176,25.0530948638916,30500,0.0,0.0,0.0
1993-05-25 00:00:00-04:00,25.15763803623684,25.15763803623684,25.105371475219727,25.105371475219727,191800,0.0,0.0,0.0
1993-05-26 00:00:00-04:00,25.175048162710024,25.436380842599746,25.157625984050707,25.41895866394043,102400,0.0,0.0,0.0
1993-05-27 00:00:00-04:00,25.453803396946462,25.453803396946462,25.29700378669833,25.33184814453125,53800,0.0,0.0,0.0
1993-05-28 00:00:00-04:00,25.314427259138068,25.314427259138068,25.087938921650938,25.20989418029785,79100,0.0,0.0,0.0
1993-06-01 00:00:00-04:00,25.296998715253824,25.540909171186023,25.262154364406367,25.453798294067383,28300,0.0,0.0,0.0
1993-06-02 00:00:00-04:00,25.3841143066218,25.506069557237005,25.279581234665912,25.41895866394043,20300,0.0,0.0,0.0
1993-06-03 00:00:00-04:00,25.366692502364167,25.366692502364167,25.27958160778187,25.33184814453125,21600,0.0,0.0,0.0
1993-06-04 00:00:00-04:00,25.262161712962403,25.262161712962403,25.140206449520516,25.244739532470703,32000,0.0,0.0,0.0
1993-06-07 00:00:00-04:00,25.297002623285945,25.297002623285945,25.157625198364258,25.157625198364258,121400,0.0,0.0,0.0
1993-06-08 00:00:00-04:00,25.087948205336087,25.087948205336087,24.931148529052734,24.931148529052734,104500,0.0,0.0,0.0
1993-06-09 00:00:00-04:00,25.018257141113278,25.12279024894523,24.98341277183596,25.01825714111328,43300,0.0,0.0,0.0
1993-06-10 00:00:00-04:00,25.000823066727353,25.053089595786712,24.948556537667994,25.035667419433594,17900,0.0,0.0,0.0
1993-06-11 00:00:00-04:00,25.12279082765533,25.17505738277528,25.035679902455417,25.140213012695312,647400,0.0,0.0,0.0
1993-06-14 00:00:00-04:00,25.175060223242543,25.192482410248246,25.105371475219727,25.105371475219727,64200,0.0,0.0,0.0
1993-06-15 00:00:00-04:00,25.140205763974674,25.157627943991287,25.0530948638916,25.0530948638916,142400,0.0,0.0,0.0
1993-06-16 00:00:00-04:00,25.053104914202613,25.105371475219727,24.983416166179797,25.105371475219727,330900,0.0,0.0,0.0
1993-06-17 00:00:00-04:00,25.157618574087056,25.192462921142578,25.105352053503772,25.192462921142578,37400,0.0,0.0,0.0
1993-06-18 00:00:00-04:00,25.178018098466854,25.178018098466854,24.98501586914063,24.985015869140625,58500,0.318,0.0,0.0
1993-06-21 00:00:00-04:00,25.055190991920945,25.055190991920945,25.002554036055567,25.03764533996582,29300,0.0,0.0,0.0
1993-06-22 00:00:00-04:00,25.072748144133755,25.072748144133755,25.020111164125076,25.05520248413086,137500,0.0,0.0,0.0
1993-06-23 00:00:00-04:00,25.05519425894262,25.05519425894262,24.82710075378418,24.82710075378418,227600,0.0,0.0,0.0
1993-06-24 00:00:00-04:00,24.89728800721747,25.160472869873047,24.89728800721747,25.160472869873047,243700,0.0,0.0,0.0
1993-06-25 00:00:00-04:00,25.142915725708004,25.213098323686257,25.125370076213443,25.142915725708008,44800,0.0,0.0,0.0
1993-06-28 00:00:00-04:00,25.26574176290761,25.42365264892578,25.23065045490357,25.42365264892578,439900,0.0,0.0,0.0
1993-06-29 00:00:00-04:00,25.388557189380577,25.388557189380577,25.26573763144992,25.30082893371582,207500,0.0,0.0,0.0
1993-06-30 00:00:00-04:00,25.335920235981725,25.388557189380577,25.26573763144992,25.30082893371582,437600,0.0,0.0,0.0
1993-07-01 00:00:00-04:00,25.33593153124559,25.33593153124559,25.195566259604337,25.23065757751465,605700,0.0,0.0,0.0
1993-07-02 00:00:00-04:00,25.142917485003704,25.160463135725966,25.002552279225593,25.090280532836914,285400,0.0,0.0,0.0
1993-07-06 00:00:00-04:00,25.05519425894262,25.125376875914448,24.792009445298262,24.82710075378418,246400,0.0,0.0,0.0
1993-07-07 00:00:00-04:00,24.809557182844294,24.932376772858373,24.809557182844294,24.89728546142578,343700,0.0,0.0,0.0
1993-07-08 00:00:00-04:00,24.914829932023423,25.23065171989414,24.87973862226001,25.178014755249023,248200,0.0,0.0,0.0
1993-07-09 00:00:00-04:00,25.17801683755945,25.248199462890625,25.12537986856107,25.248199462890625,378200,0.0,0.0,0.0
1993-07-12 00:00:00-04:00,25.213111918559495,25.248203236469806,25.17802060064918,25.23065757751465,373700,0.0,0.0,0.0
1993-07-13 00:00:00-04:00,25.248189825271684,25.31837242381309,25.07273332891816,25.213098526000977,389600,0.0,0.0,0.0
1993-07-14 00:00:00-04:00,25.230646329184015,25.37101153824763,25.213100678051067,25.30082893371582,617300,0.0,0.0,0.0
1993-07-15 00:00:00-04:00,25.2833040418067,25.2833040418067,25.142938717494104,25.195575714111328,443800,0.0,0.0,0.0
1993-07-16 00:00:00-04:00,25.21310210094772,25.230647753070855,25.09028253608576,25.12537384033203,216400,0.0,0.0,0.0
1993-07-19 00:00:00-04:00,25.125389061800504,25.125389061800504,25.037660748037236,25.10784339904785,188200,0.0,0.0,0.0
1993-07-20 00:00:00-04:00,25.09028648084049,25.178014755249023,24.967466896668544,25.178014755249023,68500,0.0,0.0,0.0
1993-07-21 00:00:00-04:00,25.142927212362675,25.160472869873047,25.07274458232119,25.160472869873047,142700,0.0,0.0,0.0
1993-07-22 00:00:00-04:00,25.12538112683243,25.16047244125538,24.98501586914063,24.985015869140625,632400,0.0,0.0,0.0
1993-07-23 00:00:00-04:00,25.037660748037236,25.10784339904785,25.02011508528458,25.10784339904785,286200,0.0,0.0,0.0
1993-07-26 00:00:00-04:00,25.17801683755945,25.30083643188901,25.17801683755945,25.248199462890625,121300,0.0,0.0,0.0
1993-07-27 00:00:00-04:00,25.265748895424963,25.283294554380117,25.14292928273887,25.23065757751465,92800,0.0,0.0,0.0
1993-07-28 00:00:00-04:00,25.178014755249023,25.23065171989414,25.142923445485607,25.178014755249023,30800,0.0,0.0,0.0
1993-07-29 00:00:00-04:00,25.230661583872035,25.388572539543,25.195570260389598,25.318389892578125,331000,0.0,0.0,0.0
1993-07-30 00:00:00-04:00,25.318379994302674,25.318379994302674,25.142923445485607,25.178014755249023,75300,0.0,0.0,0.0
1993-08-02 00:00:00-04:00,25.21310815022504,25.335927744554596,25.21310815022504,25.248199462890625,41300,0.0,0.0,0.0
1993-08-03 00:00:00-04:00,25.300830745697024,25.371013355255126,25.178011178970337,25.26573944091797,81600,0.0,0.0,0.0
1993-08-04 00:00:00-04:00,25.26573944091797,25.31837639808655,25.195556831359863,25.26573944091797,434000,0.0,0.0,0.0
1993-08-05 00:00:00-04:00,25.265735474907036,25.265735474907036,25.178007226730273,25.213098526000977,36800,0.0,0.0,0.0
1993-08-06 00:00:00-04:00,25.283290775556214,25.30083643188901,25.21310815022504,25.248199462890625,402300,0.0,0.0,0.0
1993-08-09 00:00:00-04:00,25.318372926797714,25.45873812666908,25.26573597684595,25.3885555267334,828200,0.0,0.0,0.0
1993-08-10 00:00:00-04:00,25.371009826660156,25.388555476609437,25.335918526761596,25.371009826660156,604900,0.0,0.0,0.0
1993-08-11 00:00:00-04:00,25.353464176710876,25.44119242645728,25.353464176710876,25.371009826660156,542200,0.0,0.0,0.0
1993-08-12 00:00:00-04:00,25.441194142779434,25.441194142779434,25.213100678051067,25.30082893371582,303700,0.0,0.0,0.0
1993-08-13 00:00:00-04:00,25.318386118828094,25.35347743708011,25.318386118828094,25.3359317779541,103500,0.0,0.0,0.0
1993-08-16 00:00:00-04:00,25.35346827231163,25.546470452931302,25.35346827231163,25.476287841796875,241800,0.0,0.0,0.0
1993-08-17 00:00:00-04:00,25.45873292701737,25.564006805419922,25.45873292701737,25.564006805419922,369300,0.0,0.0,0.0
1993-08-18 00:00:00-04:00,25.651762114124494,25.757036103648943,25.634216449203752,25.70439910888672,414300,0.0,0.0,0.0
1993-08-19 00:00:00-04:00,25.72194477380746,25.72194477380746,25.669307779045234,25.70439910888672,28500,0.0,0.0,0.0
1993-08-20 00:00:00-04:00,25.651750736314636,25.721933364868164,25.634205079176255,25.721933364868164,80700,0.0,0.0,0.0
1993-08-23 00:00:00-04:00,25.616665003809793,25.68684764765585,25.616665003809793,25.669301986694336,15600,0.0,0.0,0.0
1993-08-24 00:00:00-04:00,25.669308265856262,25.95003890991211,25.669308265856262,25.95003890991211,273400,0.0,0.0,0.0
1993-08-25 00:00:00-04:00,25.950023696229266,26.072843280998438,25.914932386295217,25.96756935119629,242300,0.0,0.0,0.0
1993-08-26 00:00:00-04:00,25.985118865966797,26.125484126552706,25.87984492052736,25.985118865966797,120000,0.0,0.0,0.0
1993-08-27 00:00:00-04:00,25.914932386295217,25.96756935119629,25.914932386295217,25.96756935119629,25700,0.0,0.0,0.0
1993-08-30 00:00:00-04:00,25.9851171768209,26.107936771849765,25.9851171768209,26.072845458984375,183500,0.0,0.0,0.0
1993-08-31 00:00:00-04:00,26.05530377842436,26.143032073974613,26.02021246020426,26.14303207397461,66500,0.0,0.0,0.0
1993-09-01 00:00:00-04:00,26.05531702118535,26.160591029351757,26.05531702118535,26.107954025268555,136500,0.0,0.0,0.0
1993-09-02 00:00:00-04:00,26.125484211896612,26.16057552715772,26.002664608482725,26.02021026611328,472400,0.0,0.0,0.0
1993-09-03 00:00:00-04:00,26.002655126977803,26.07283773190892,25.967563824512247,26.03774642944336,630500,0.0,0.0,0.0
1993-09-07 00:00:00-04:00,26.037751698591006,26.07284300815784,25.827203841190002,25.862295150756836,196400,0.0,0.0,0.0
1993-09-08 00:00:00-04:00,25.86229492353695,25.86229492353695,25.59911010409797,25.774566650390625,269900,0.0,0.0,0.0
1993-09-09 00:00:00-04:00,25.6692890667397,25.84474558804346,25.6692890667397,25.827199935913086,239200,0.0,0.0,0.0
1993-09-10 00:00:00-04:00,25.8973945386482,26.072851141213565,25.862303218135125,26.05530548095703,106500,0.0,0.0,0.0
1993-09-13 00:00:00-04:00,26.143028084715155,26.143028084715155,26.072845458984375,26.072845458984375,66900,0.0,0.0,0.0
1993-09-14 00:00:00-04:00,26.00266066113034,26.00266066113034,25.879841076361167,25.96756935119629,184500,0.0,0.0,0.0
1993-09-15 00:00:00-04:00,25.862289917115575,26.05529208067614,25.774561660951683,26.03774642944336,101000,0.0,0.0,0.0
1993-09-16 00:00:00-04:00,26.002668220716174,26.020213880784134,25.914939920376376,25.932485580444336,54300,0.0,0.0,0.0
1993-09-17 00:00:00-04:00,25.91751402039157,25.93516900269429,25.846894091180694,25.882204055786133,200900,0.286,0.0,0.0
1993-09-20 00:00:00-04:00,25.917507365776387,25.970472299085195,25.670337677001953,25.670337677001953,57800,0.0,0.0,0.0
1993-09-21 00:00:00-04:00,25.705646607035025,25.740956561165568,25.317237111599056,25.582061767578125,318200,0.0,0.0,0.0
1993-09-22 00:00:00-04:00,25.670331885764078,25.829226649843772,25.635021938190814,25.793916702270508,439700,0.0,0.0,0.0
1993-09-23 00:00:00-04:00,25.86454358370309,25.952818476480232,25.82923362659223,25.935163497924805,88500,0.0,0.0,0.0
1993-09-24 00:00:00-04:00,25.89986151216787,25.917516496157077,25.82924157621104,25.864551544189453,53500,0.0,0.0,0.0
1993-09-27 00:00:00-04:00,26.05873975425375,26.147014617919922,26.05873975425375,26.147014617919922,274600,0.0,0.0,0.0
1993-09-28 00:00:00-04:00,26.164682731576796,26.164682731576796,26.076407823575526,26.09406280517578,158300,0.0,0.0,0.0
1993-09-29 00:00:00-04:00,26.094056058884963,26.16467596702809,25.970471219634494,26.005781173706055,221000,0.0,0.0,0.0
1993-09-30 00:00:00-04:00,26.005780940153162,26.058745870784836,25.899851078889807,25.952816009521484,99300,0.0,0.0,0.0
1993-10-01 00:00:00-04:00,25.91750027831535,26.111704980673302,25.88219033243209,26.07639503479004,22700,0.0,0.0,0.0
1993-10-04 00:00:00-04:00,26.11172866821289,26.11172866821289,26.0411087123827,26.11172866821289,1038500,0.0,0.0,0.0
1993-10-05 00:00:00-04:00,26.164669899498197,26.164669899498197,25.988120170081878,26.07639503479004,436500,0.0,0.0,0.0
1993-10-06 00:00:00-04:00,26.094063932010474,26.19999382618643,26.058753967285156,26.058753967285156,209200,0.0,0.0,0.0
1993-10-07 00:00:00-04:00,26.094056619250257,26.094056619250257,25.970471777345825,25.988126754760742,59400,0.0,0.0,0.0
1993-10-08 00:00:00-04:00,26.058739816155814,26.076394788930987,25.829225170078562,26.02342987060547,54400,0.0,0.0,0.0
1993-10-11 00:00:00-04:00,26.07639503479004,26.129359953614934,26.07639503479004,26.07639503479004,467100,0.0,0.0,0.0
1993-10-12 00:00:00-04:00,26.11172866821289,26.12938365717044,26.09407367925534,26.11172866821289,26200,0.0,0.0,0.0
1993-10-13 00:00:00-04:00,26.12938365717044,26.12938365717044,26.076418690297796,26.11172866821289,139100,0.0,0.0,0.0
1993-10-14 00:00:00-04:00,26.217655428897874,26.44717025756836,26.147035481614648,26.44717025756836,108100,0.0,0.0,0.0
1993-10-15 00:00:00-04:00,26.570725846258924,26.641345715617753,26.500105976900098,26.588380813598633,1502500,0.0,0.0,0.0
1993-10-18 00:00:00-04:00,26.570741422325572,26.570741422325572,26.482466533879307,26.517776489257812,722400,0.0,0.0,0.0
1993-10-19 00:00:00-04:00,26.482455447406117,26.53542035830093,26.32356071472168,26.32356071472168,880100,0.0,0.0,0.0
1993-10-20 00:00:00-04:00,26.411853573103517,26.411853573103517,26.305923679093745,26.358888626098633,230400,0.0,0.0,0.0
1993-10-21 00:00:00-04:00,26.37652562561649,26.37652562561649,26.28825077412514,26.32356071472168,56200,0.0,0.0,0.0
1993-10-22 00:00:00-04:00,26.358870700363198,26.46480052233385,26.199975967407227,26.199975967407227,390700,0.0,0.0,0.0
1993-10-25 00:00:00-04:00,26.217659192700538,26.30593413947731,26.147039235279124,26.2706241607666,114500,0.0,0.0,0.0
1993-10-26 00:00:00-04:00,26.252958297729492,26.27061327977235,26.164683387515204,26.252958297729492,186200,0.0,0.0,0.0
1993-10-27 00:00:00-04:00,26.217659192700538,26.288279150121955,26.217659192700538,26.2706241607666,118400,0.0,0.0,0.0
1993-10-28 00:00:00-04:00,26.30592411084522,26.535438884966688,26.30592411084522,26.464818954467773,129600,0.0,0.0,0.0
1993-10-29 00:00:00-04:00,26.447163971843047,26.482473937092504,26.429508989218316,26.464818954467773,80700,0.0,0.0,0.0
1993-11-01 00:00:00-05:00,26.42950294403259,26.553087794138285,26.42950294403259,26.535432815551758,36400,0.0,0.0,0.0
1993-11-02 00:00:00-05:00,26.50012151156856,26.55308644463632,26.358881690054538,26.517776489257812,262100,0.0,0.0,0.0
1993-11-03 00:00:00-05:00,26.500122604061442,26.500122604061442,26.058748143634038,26.18233299255371,479100,0.0,0.0,0.0
1993-11-04 00:00:00-05:00,26.182340113581972,26.182340113581972,25.88220539886121,25.899860382080078,130400,0.0,0.0,0.0
1993-11-05 00:00:00-05:00,25.829225170078562,26.02342987060547,25.723295333427522,26.02342987060547,363200,0.0,0.0,0.0
1993-11-08 00:00:00-05:00,26.041098984922495,26.129373896735792,25.97047905547186,26.058753967285156,367600,0.0,0.0,0.0
1993-11-09 00:00:00-05:00,26.235289791264723,26.252944764206354,26.058740061848408,26.07639503479004,246900,0.0,0.0,0.0
1993-11-10 00:00:00-05:00,26.07641927785771,26.2706241607666,26.005799320436292,26.2706241607666,46500,0.0,0.0,0.0
1993-11-11 00:00:00-05:00,26.27059584872099,26.341215730034758,26.182320997078783,26.199975967407227,88900,0.0,0.0,0.0
1993-11-12 00:00:00-05:00,26.252940833528598,26.411835566213032,26.235285863230324,26.32356071472168,108200,0.0,0.0,0.0
1993-11-15 00:00:00-05:00,26.376533828325723,26.376533828325723,26.235294022016078,26.3059139251709,243300,0.0,0.0,0.0
1993-11-16 00:00:00-05:00,26.358876867300683,26.44715173959573,26.252947020546628,26.42949676513672,492600,0.0,0.0,0.0
1993-11-17 00:00:00-05:00,26.447156210566945,26.447156210566945,26.217641503799673,26.28826141357422,39600,0.0,0.0,0.0
1993-11-18 00:00:00-05:00,26.25295560560644,26.305920546303696,26.14702572421193,26.2176456451416,240800,0.0,0.0,0.0
1993-11-19 00:00:00-05:00,26.129378139892246,26.199998080810875,26.111723154662588,26.164688110351562,106000,0.0,0.0,0.0
1993-11-22 00:00:00-05:00,26.094056058884963,26.11171103592074,25.917506288527147,26.005781173706055,165300,0.0,0.0,0.0
1993-11-23 00:00:00-05:00,26.147014617919922,26.16466959065316,26.005774836054048,26.147014617919922,89700,0.0,0.0,0.0
1993-11-24 00:00:00-05:00,26.217648333643776,26.27061327977235,26.18233836955806,26.252958297729492,77200,0.0,0.0,0.0
1993-11-26 00:00:00-05:00,26.323589128832662,26.323589128832662,26.252969171411248,26.2706241607666,1019800,0.0,0.0,0.0
1993-11-29 00:00:00-05:00,26.34123796264813,26.3942029183371,26.16468811035156,26.164688110351562,517500,0.0,0.0,0.0
1993-11-30 00:00:00-05:00,26.147023035719517,26.305917841473384,26.129368057302422,26.18233299255371,230000,0.0,0.0,0.0
1993-12-01 00:00:00-05:00,26.323575526536114,26.341230506768532,26.217645645141605,26.2176456451416,379200,0.0,0.0,0.0
1993-12-02 00:00:00-05:00,26.27060643613058,26.305916391017856,26.217641503799673,26.28826141357422,352000,0.0,0.0,0.0
1993-12-03 00:00:00-05:00,26.27061259292041,26.394197463989258,26.27061259292041,26.394197463989258,306000,0.0,0.0,0.0
1993-12-06 00:00:00-05:00,26.429497005462643,26.51777187856038,26.429497005462643,26.48246192932129,99500,0.0,0.0,0.0
1993-12-07 00:00:00-05:00,26.482473937092504,26.50012891971723,26.429508989218316,26.464818954467773,88800,0.0,0.0,0.0
